species_binomial,by_spec_grav,family,genus,species,species_abbr,wd_avg,all_names
coccoloba uvifera,0.7,Polygonaceae,Coccoloba,uvifera,uvifera,0.7,raisin de la mer
coccoloba uvifera,0.7,Polygonaceae,Coccoloba,uvifera,uvifera,0.7,gwayabara
coccoloba uvifera,0.7,Polygonaceae,Coccoloba,uvifera,uvifera,0.7,rezen bodlame
coccoloba uvifera,0.7,Polygonaceae,Coccoloba,uvifera,uvifera,0.7,bois a baguettes
coccoloba venosa,,Polygonaceae,Coccoloba,venosa,venosa,,
coccoloba wrightii,,Polygonaceae,Coccoloba,wrightii,wrightii,,
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,gwenn
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,latanye
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,gouane
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,latanier bourrique
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,latanier marron
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,latanier savanne
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,palme coyau
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,palm koyo
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,latanye savann
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,latanye mawon
coccothrinax argentea,,Arecaceae,Coccothrinax,argentea,argentea,,yuem
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,latanier a balai
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,gouane
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,gwenn
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,latanier bourrique
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,latanier marron
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,latanier savane
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,palme coyau
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,latanye bourik
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,latanye mawon
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,latanye savann
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,palm koyo
coccothrinax barbadensis,,Arecaceae,Coccothrinax,barbadensis,barbadensis,,yuem
coccothrinax ekmanii,,Arecaceae,Coccothrinax,ekmanii,ekmanii,,gwenn
coccothrinax ekmanii,,Arecaceae,Coccothrinax,ekmanii,ekmanii,,gouane
coccothrinax ekmanii,,Arecaceae,Coccothrinax,ekmanii,ekmanii,,yuem
coccothrinax gracilis,,Arecaceae,Coccothrinax,gracilis,gracilis,,latanier
coccothrinax gracilis,,Arecaceae,Coccothrinax,gracilis,gracilis,,latanye
coccothrinax miraguama,,Arecaceae,Coccothrinax,miraguama,miraguama,,latanier balai
coccothrinax miraguama,,Arecaceae,Coccothrinax,miraguama,miraguama,,latanye balay
coccothrinax spissa,,Arecaceae,Coccothrinax,spissa,spissa,,
coccothrinax spp.,,Arecaceae,Coccothrinax,spp.,,,gwenn
coccothrinax spp.,,Arecaceae,Coccothrinax,spp.,,,gwann
coccothrinax spp.,,Arecaceae,Coccothrinax,spp.,,,yuem
cochlospermum vitifolium,,Cochlospermaceae,Cochlospermum,vitifolium,vitifolium,,
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,kokoye
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,cocotier
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,cocoyer
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,coq au lait
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,kok
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,noix de coco
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,kokoye misket
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,kokoye nenn
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,kokoye panyol
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,kokoye tres pikos
cocos nucifera,,Arecaceae,Cocos,nucifera,nucifera,,nwa koko
codiaeum variegatum,,Euphorbiaceae,Codiaeum,variegatum,variegatum,,croton
codiaeum variegatum,,Euphorbiaceae,Codiaeum,variegatum,variegatum,,kwoton
coffea arabica,,Rubiaceae,Coffea,arabica,arabica,,kafe
cojoba arborea,,,Cojoba,arborea,arborea,,cojoba collier
cojoba arborea,,,Cojoba,arborea,arborea,,bois collier
cojoba arborea,,,Cojoba,arborea,arborea,,collier
cojoba arborea,,,Cojoba,arborea,arborea,,poison lacinette
cojoba arborea,,,Cojoba,arborea,arborea,,poison lasinette
cola acuminata,,Malvaceae,Cola,acuminata,acuminata,,colatier
cola acuminata,,Malvaceae,Cola,acuminata,acuminata,,noix de cola
cola acuminata,,Malvaceae,Cola,acuminata,acuminata,,cola
cola acuminata,,Malvaceae,Cola,acuminata,acuminata,,kola
cola acuminata,,Malvaceae,Cola,acuminata,acuminata,,nwa kola
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bwa ple
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,kapab
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bwa kapab
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bwa pit
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bois de fer
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bois fer blanc
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bois mabi
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bois pele
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bois pite
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,capable
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,gris-gris
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,poivrier
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,rougeole
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,woujiol
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,pwavye
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,ple
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,grigri sovaj
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,grigri
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bwa fe blan
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,colubrine bois-couleuvre
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bois capable
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bois de fer blanc
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,poivrier 
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bwa fe
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bwa mabi
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bwa-ple
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,gri-gri
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,ri-gri-sovaj
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,kapab gran fey
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,kapab ti fey
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,roujiol
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,mabe
colubrina arborescens,0.55-0.82,Rhamnaceae,Colubrina,arborescens,arborescens,0.685,bwa petro
colubrina berteroana,,Rhamnaceae,Colubrina,berteroana,berteroana,,
colubrina elliptica,0.8,Rhamnaceae,Colubrina,elliptica,elliptica,0.8,bwa mabi
colubrina elliptica,0.8,Rhamnaceae,Colubrina,elliptica,elliptica,0.8,bois de fer
colubrina elliptica,0.8,Rhamnaceae,Colubrina,elliptica,elliptica,0.8,bois mabi
colubrina elliptica,0.8,Rhamnaceae,Colubrina,elliptica,elliptica,0.8,mabi
colubrina elliptica,0.8,Rhamnaceae,Colubrina,elliptica,elliptica,0.8,bois-mabi
colubrina elliptica,0.8,Rhamnaceae,Colubrina,elliptica,elliptica,0.8,colubrina
colubrina elliptica,0.8,Rhamnaceae,Colubrina,elliptica,elliptica,0.8,mabe
colubrina glandulosa,,Rhamnaceae,Colubrina,glandulosa,glandulosa,,bois zed
colubrina glandulosa,,Rhamnaceae,Colubrina,glandulosa,glandulosa,,bois zet
colubrina glandulosa,,Rhamnaceae,Colubrina,glandulosa,glandulosa,,bwa zet
colubrina glandulosa,,Rhamnaceae,Colubrina,glandulosa,glandulosa,,bwa zed
colubrina glandulosa,,Rhamnaceae,Colubrina,glandulosa,glandulosa,,bazek
colubrina spp.,,Rhamnaceae,Colubrina,spp.,,,bwa mabi
colubrina spp.,,Rhamnaceae,Colubrina,spp.,,,bwa fe
colubrina spp.,,Rhamnaceae,Colubrina,spp.,,,mabe
comocladia cuneata,,Anacardiaceae,Comocladia,cuneata,cuneata,,bois espagnol
comocladia cuneata,,Anacardiaceae,Comocladia,cuneata,cuneata,,bois franc
comocladia cuneata,,Anacardiaceae,Comocladia,cuneata,cuneata,,bois pagnol
comocladia cuneata,,Anacardiaceae,Comocladia,cuneata,cuneata,,bousillette
comocladia cuneata,,Anacardiaceae,Comocladia,cuneata,cuneata,,bresillet
comocladia cuneata,,Anacardiaceae,Comocladia,cuneata,cuneata,,dos gillette
comocladia cuneata,,Anacardiaceae,Comocladia,cuneata,cuneata,,la brisiette
comocladia cuneata,,Anacardiaceae,Comocladia,cuneata,cuneata,,do jilet
comocladia cuneata,,Anacardiaceae,Comocladia,cuneata,cuneata,,labriziyet
comocladia dentata,,Anacardiaceae,Comocladia,dentata,dentata,,bousillette
comocladia dentata,,Anacardiaceae,Comocladia,dentata,dentata,,bresillet
comocladia dentata,,Anacardiaceae,Comocladia,dentata,dentata,,brisiette
comocladia dentata,,Anacardiaceae,Comocladia,dentata,dentata,,briziyet
comocladia dodonaea,,Anacardiaceae,Comocladia,dodonaea,dodonaea,,bresillet
comocladia domingensis,,Anacardiaceae,Comocladia,domingensis,domingensis,,bois espagnol
comocladia domingensis,,Anacardiaceae,Comocladia,domingensis,domingensis,,bois pagnol
comocladia domingensis,,Anacardiaceae,Comocladia,domingensis,domingensis,,bresillet
comocladia edmaniana,,Anacardiaceae,Comocladia,edmaniana,edmaniana,,
comocladia ehrenbergii,,Anacardiaceae,Comocladia,ehrenbergii,ehrenbergii,,
comocladia gilgiana,,Anacardiaceae,Comocladia,gilgiana,gilgiana,,
comocladia glabra,,Anacardiaceae,Comocladia,glabra,glabra,,bresillet
comocladia mollifolia,,Anacardiaceae,Comocladia,mollifolia,mollifolia,,
comocladia pinnatifolia,,Anacardiaceae,Comocladia,pinnatifolia,pinnatifolia,,bois espagnol
comocladia pinnatifolia,,Anacardiaceae,Comocladia,pinnatifolia,pinnatifolia,,bois pagnol
comocladia pinnatifolia,,Anacardiaceae,Comocladia,pinnatifolia,pinnatifolia,,bresillet
comocladia pinnatifolia,,Anacardiaceae,Comocladia,pinnatifolia,pinnatifolia,,sablier
comocladia pinnatifolia,,Anacardiaceae,Comocladia,pinnatifolia,pinnatifolia,,sabliye
comocladia pubescens,,Anacardiaceae,Comocladia,pubescens,pubescens,,
comocladia spp.,,Anacardiaceae,Comocladia,spp.,,,breziyet
comocladia spp.,,Anacardiaceae,Comocladia,spp.,,,bwa panyol
comocladia spp.,,Anacardiaceae,Comocladia,spp.,,,bouziyet
conocarpus erectus,0.9-1,Combretaceae,Conocarpus,erectus,erectus,0.95,mang nwa
conocarpus erectus,0.9-1,Combretaceae,Conocarpus,erectus,erectus,0.95,manglier
conocarpus erectus,0.9-1,Combretaceae,Conocarpus,erectus,erectus,0.95,manglier noir
conocarpus erectus,0.9-1,Combretaceae,Conocarpus,erectus,erectus,0.95,paletuvier
conocarpus erectus,0.9-1,Combretaceae,Conocarpus,erectus,erectus,0.95,paletiviye
conocarpus erectus,0.9-1,Combretaceae,Conocarpus,erectus,erectus,0.95,mangle
conocarpus erectus,0.9-1,Combretaceae,Conocarpus,erectus,erectus,0.95,mang
conocarpus erectus,0.9-1,Combretaceae,Conocarpus,erectus,erectus,0.95,mangliye
conocarpus spp.,,,Conocarpus,spp.,,,paletuvier
consolea macracantha,,Cactaceae,Consolea,macracantha,macracantha,,cactier
consolea macracantha,,Cactaceae,Consolea,macracantha,macracantha,,cactus
consolea macracantha,,Cactaceae,Consolea,macracantha,macracantha,,raquette
consolea macracantha,,Cactaceae,Consolea,macracantha,macracantha,,raket
copaifera officinalis,,Fabaceae,Copaifera,officinalis,officinalis,,
copernicia berteroana,,Arecaceae,Copernicia,berteroana,berteroana,,dyare
copernicia ekmanii,,Arecaceae,Copernicia,ekmanii,ekmanii,,homme de paille
copernicia ekmanii,,Arecaceae,Copernicia,ekmanii,ekmanii,,jambe de paille
copernicia ekmanii,,Arecaceae,Copernicia,ekmanii,ekmanii,,om de pay
cordia alba,,Boraginaceae,Cordia,alba,alba,,bwa chik
cordia alba,,Boraginaceae,Cordia,alba,alba,,bois chique
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,bwa soumi
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,chenn kapawo
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,bois de rose
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,bois soumis
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,chene caparo
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,chene franc
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,chene noir
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,chenn nwa
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,chenn fran
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,bwa woz
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,bois-chypre
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,chene noir 
cordia alliodora,0.4-0.52,Boraginaceae,Cordia,alliodora,alliodora,0.46,laurier cypre
cordia collococca,,Boraginaceae,Cordia,collococca,collococca,,twa pye
cordia collococca,,Boraginaceae,Cordia,collococca,collococca,,trois pieds
cordia cuneiformis,,,Cordia,cuneiformis,cuneiformis,,liane mouton
cordia gerascanthes,,Boraginaceae,Cordia,gerascanthes,gerascanthes,,
cordia laevigata,,Boraginaceae,Cordia,laevigata,laevigata,,bwa poupe
cordia laevigata,,Boraginaceae,Cordia,laevigata,laevigata,,bwa popit
cordia laevigata,,Boraginaceae,Cordia,laevigata,laevigata,,bois paupit
cordia laevigata,,Boraginaceae,Cordia,laevigata,laevigata,,bois poupee
cordia laevigata,,Boraginaceae,Cordia,laevigata,laevigata,,poupe
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,bonbon chat
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,bonbon codine
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,croque chien
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,dent de chien blanc
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,fleur dentition
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,fleurs dents
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,fle dan
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,krok chen
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,bonbon kodenn
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,dan chen blan
cordia mirabiloides,,Boraginaceae,Cordia,mirabiloides,mirabiloides,,fle dantisyon
cordia obliqua,,Boraginaceae,Cordia,obliqua,obliqua,,
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,kokelika
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,ti soley
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,bois d'inde
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,coquelicot
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,petit soleil
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,kokeliko
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,bwa denn
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,bois d’inde
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,bois d’ine
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,fleur coquelicot
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,sebestier elegant
cordia sebestena,0.7,Boraginaceae,Cordia,sebestena,sebestena,0.7,ti-soleil
cordia spp. (dark-wooded),0.52-0.78+,Boraginaceae,Cordia,spp. (dark-wooded),,0.65,bwa denn
cordia spp. (dark-wooded),0.52-0.78+,Boraginaceae,Cordia,spp. (dark-wooded),,0.65,ti soley
cordia spp. (dark-wooded),0.52-0.78+,Boraginaceae,Cordia,spp. (dark-wooded),,0.65,bwa chik
cordia spp. (dark-wooded),0.52-0.78+,Boraginaceae,Cordia,spp. (dark-wooded),,0.65,bwa soumi
cordia spp. (dark-wooded),0.52-0.78+,Boraginaceae,Cordia,spp. (dark-wooded),,0.65,fle dan
cordia sulcata,0.6,Boraginaceae,Cordia,sulcata,sulcata,0.6,paresol
cordia sulcata,0.6,Boraginaceae,Cordia,sulcata,sulcata,0.6,fleurs dent afleurs blanches
cordia sulcata,0.6,Boraginaceae,Cordia,sulcata,sulcata,0.6,fle dan fle blanch
cordia sulcata,0.6,Boraginaceae,Cordia,sulcata,sulcata,0.6,feuilles a dents
cordia sulcata,0.6,Boraginaceae,Cordia,sulcata,sulcata,0.6,feuilles dentition
cordia sulcata,0.6,Boraginaceae,Cordia,sulcata,sulcata,0.6,feuilles paresol
cordia sulcata,0.6,Boraginaceae,Cordia,sulcata,sulcata,0.6,fleurs dent a fleurs blanches
cordia sulcata,0.6,Boraginaceae,Cordia,sulcata,sulcata,0.6,fleurs dents
cordia sulcata,0.6,Boraginaceae,Cordia,sulcata,sulcata,0.6,fle danfle blanch
cornutia pyramidata,,Verbenaceae,Cornutia,pyramidata,pyramidata,,indigotier
cornutia pyramidata,,Verbenaceae,Cornutia,pyramidata,pyramidata,,endigo
couroupita guianensis,,Lecythidaceae,Couroupita,guianensis,guianensis,,arbre a bombes
couroupita guianensis,,Lecythidaceae,Couroupita,guianensis,guianensis,,boulet de canon
couroupita guianensis,,Lecythidaceae,Couroupita,guianensis,guianensis,,laba bom
couroupita guianensis,,Lecythidaceae,Couroupita,guianensis,guianensis,,bwa dom
couroupita guianensis,,Lecythidaceae,Couroupita,guianensis,guianensis,,boulet kanon
crescentia cujete,0.5-0.8,Bignoniaceae,Crescentia,cujete,cujete,0.65,kalbas
crescentia cujete,0.5-0.8,Bignoniaceae,Crescentia,cujete,cujete,0.65,calebasse
crescentia cujete,0.5-0.8,Bignoniaceae,Crescentia,cujete,cujete,0.65,calebassier
crescentia cujete,0.5-0.8,Bignoniaceae,Crescentia,cujete,cujete,0.65,calebasse marronne
crescentia cujete,0.5-0.8,Bignoniaceae,Crescentia,cujete,cujete,0.65,petite calebasse des bois
crescentia linearifolia,,Bignoniaceae,Crescentia,linearifolia,linearifolia,,calebasse marron
crescentia linearifolia,,Bignoniaceae,Crescentia,linearifolia,linearifolia,,kalbas mawon
crossopetalum rhacoma,,Celastraceae,Crossopetalum,rhacoma,rhacoma,,sewal
crossopetalum rhacoma,,Celastraceae,Crossopetalum,rhacoma,rhacoma,,tsewal
croton corylifolius,,Euphorbiaceae,Croton,corylifolius,corylifolius,,
croton eluteria,,Euphorbiaceae,Croton,eluteria,eluteria,,cascarille
croton eluteria,,Euphorbiaceae,Croton,eluteria,eluteria,,faux quinquina gris aromatique
croton eluteria,,Euphorbiaceae,Croton,eluteria,eluteria,,kaskari
croton eluteria,,Euphorbiaceae,Croton,eluteria,eluteria,,fo kenkena
croton glabellus,,Euphorbiaceae,Croton,glabellus,glabellus,,bois blanc
croton glabellus,,Euphorbiaceae,Croton,glabellus,glabellus,,bois guepes
croton glabellus,,Euphorbiaceae,Croton,glabellus,glabellus,,bwa gep
croton glabellus,,Euphorbiaceae,Croton,glabellus,glabellus,,bwa blan
croton lucidus,,Euphorbiaceae,Croton,lucidus,lucidus,,fait pime
croton lucidus,,Euphorbiaceae,Croton,lucidus,lucidus,,fet pim
crudia spicata,,Fabaceae,Crudia,spicata,spicata,,aquin
crudia spicata,,Fabaceae,Crudia,spicata,spicata,,cacome marron
crudia spicata,,Fabaceae,Crudia,spicata,spicata,,cordon
crudia spicata,,Fabaceae,Crudia,spicata,spicata,,graines plates
crudia spicata,,Fabaceae,Crudia,spicata,spicata,,kakon mawon
crudia spicata,,Fabaceae,Crudia,spicata,spicata,,aken
crudia spicata,,Fabaceae,Crudia,spicata,spicata,,grenn plat
crudia spicata,,Fabaceae,Crudia,spicata,spicata,,kodon
crudia spicata,,Fabaceae,Crudia,spicata,spicata,,cacorne marron
cryptorhiza haitiensis,,Myrtaceae,Cryptorhiza,haitiensis,haitiensis,,maguette
cryptorhiza haitiensis,,Myrtaceae,Cryptorhiza,haitiensis,haitiensis,,malaguette
cryptorhiza haitiensis,,Myrtaceae,Cryptorhiza,haitiensis,haitiensis,,maget
cryptorhiza haitiensis,,Myrtaceae,Cryptorhiza,haitiensis,haitiensis,,malaget
cubanthus umbelliformis,,Euphorbiaceae,Cubanthus,umbelliformis,umbelliformis,,frangipani
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,satanye
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,twazokot
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,bois de satanier
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,chatague
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,chataignier
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,satanier
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,satanju
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,trois cotes
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,bwa satanye
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,chatag
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,chatanye
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,bois de satanico
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,bois de santanier
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,chataignier 
cupania americana,0.4,Sapindaceae,Cupania,americana,americana,0.4,satanjou
