all_names,sd_sp,med_sp,mean_sp,sd_gn,med_gn,mean_gn,sd_fm,med_fm,mean_fm
noix de coco,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
noix de cola,,0.507407443,0.5078589809999999,,0.523102673,0.6013460204545454,,0.5142378955,0.48991986538089016
noix de muscade,,0.525,0.525,,0.48750000000000004,0.4918573378378379,,0.504942053,0.515155391656015
noix de serpent,,0.72,0.72,,0.72,0.72,,0.571215,0.5834368875889329
noix d’acajou,,0.44025000000000003,0.4464806666666666,,0.45,0.4492285176000001,,0.466106,0.4901382243123288
noix-cajou,,0.44025000000000003,0.4464806666666666,,0.45,0.4492285176000001,,0.466106,0.4901382243123288
noni,,0.63,0.63,,0.54,0.558,,0.72875,0.7256272089895286
noyer,,0.396752,0.3799922,,0.394,0.37437761538461534,,0.48107999999999995,0.5455080724271253
noyer des indes,,0.396752,0.3799922,,0.394,0.37437761538461534,,0.48107999999999995,0.5455080724271253
nwa,,0.396752,0.3799922,,0.394,0.37437761538461534,,0.48107999999999995,0.5455080724271253
nwa kajou,,0.44025000000000003,0.4464806666666666,,0.45,0.4492285176000001,,0.466106,0.4901382243123288
nwa koko,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
nwa kola,,0.507407443,0.5078589809999999,,0.523102673,0.6013460204545454,,0.5142378955,0.48991986538089016
nwa miskad,,0.525,0.525,,0.48750000000000004,0.4918573378378379,,0.504942053,0.515155391656015
nwa sepan,,0.72,0.72,,0.72,0.72,,0.571215,0.5834368875889329
nwaye,,0.396752,0.3799922,,0.394,0.37437761538461534,,0.48107999999999995,0.5455080724271253
nwazet,,0.396752,0.3799922,,0.43575,0.4259388076923077,,0.48107999999999995,0.5455080724271253
nwazet peyi,,0.47750000000000004,0.47750000000000004,,0.47750000000000004,0.47750000000000004,,0.48107999999999995,0.5455080724271253
oeuf de poule,,0.66,0.66,,0.74925,0.7395576923076923,0.4097523466825996,0.6875,0.6980207277713621
olive,,0.261744,0.261744,,0.261744,0.261744,,0.261744,0.261744
olive mangrove,,0.835,0.838212,,0.785,0.7918461764705882,,0.6112500000000001,0.6445599785714287
olivier,,0.261744,0.261744,,0.261744,0.261744,,0.261744,0.261744
olivier batard,,0.7899674999999999,0.7856827,,0.7899674999999999,0.7856827,,0.7899674999999999,0.7856827
olivye,,0.261744,0.261744,,0.261744,0.261744,,0.261744,0.261744
olivye bata,,0.7899674999999999,0.7856827,,0.7899674999999999,0.7856827,,0.7899674999999999,0.7856827
om de pay,,0.7912,0.7912,,0.7912,0.7912,,0.54,0.5567344712
orange amer,,0.74,0.74,,0.74,0.74,,0.69566683325,0.7006143557761193
orange douce,,0.78,0.78,,0.74,0.74,,0.69566683325,0.7006143557761193
orange sure,,0.74,0.74,,0.74,0.74,,0.69566683325,0.7006143557761193
orme d' amerique,,0.505,0.5094045833333334,,0.505,0.5158034375,,0.5142378955,0.48991986538089016
orme d’amerique ,,0.505,0.5094045833333334,,0.505,0.5158034375,,0.5142378955,0.48991986538089016
ortie blanche,,0.88,0.88,,0.88,0.88,,0.5142378955,0.48991986538089016
os devants marrons,,0.7275,0.707446590909091,,0.7275,0.707446590909091,,0.70375,0.6829172864166668
ouane primaire,,0.53,0.53,,0.53,0.53,,0.466106,0.4901382243123288
ouary,,1.0194999999999999,1.0222122727272729,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
paille,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
pais vache,,0.395,0.4083333333333333,,0.395,0.4014223684210526,,0.48107999999999995,0.5455080724271253
pal,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
pale-a-vin,,0.25,0.25,,0.25,0.25,,0.54,0.5567344712
paletiviye,,0.86625,0.867856,,0.84125,0.8446730882352941,,0.629113963125,0.6518171151048201
paletuvier,,0.86625,0.867856,,0.84125,0.8446730882352941,,0.6112500000000001,0.6445599785714287
palm,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
palm koyo,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
palma,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
palma cristi,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253
palma kristi,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253
palmaven,,0.25,0.25,,0.25,0.25,,0.54,0.5567344712
palme,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
palme coyau,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
palme-a-vin,,0.25,0.25,,0.25,0.25,,0.54,0.5567344712
palmier royal,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
palmis,,0.55552,0.565104,,0.535,0.5426873290846153,,0.540625,0.5535576877472725
palmis chapelet,,0.25,0.25,,0.25,0.25,,0.54,0.5567344712
palmis dezenn,,,,,,,,,
palmistaven,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
palmiste,,0.55552,0.565104,,0.535,0.5426873290846153,,0.540625,0.5535576877472725
palmiste ,,0.55552,0.565104,,0.535,0.5426873290846153,,0.54125,0.5503809042945451
palmiste a chapelet,,0.25,0.25,,0.25,0.25,,0.54,0.5567344712
palmiste des indes,,,,,,,,,
palmiste-a-chapelet,,0.25,0.25,,0.25,0.25,,0.54,0.5567344712
palmiste-a-vin,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
pamplemous,,0.74,0.74,,0.74,0.74,,0.69566683325,0.7006143557761193
pamplemousse,,0.74,0.74,,0.74,0.74,,0.69566683325,0.7006143557761193
panyol mawon,,0.6,0.6088714444444445,,0.6,0.6088714444444445,,0.48107999999999995,0.5455080724271253
papai,,0.1875,0.1875,,0.1875,0.1875,,0.1875,0.22624999999999998
papailler,,0.1875,0.1875,,0.1875,0.1875,,0.1875,0.22624999999999998
papay,,0.1875,0.1875,,0.1875,0.1875,,0.1875,0.22624999999999998
papay multifid,,0.33,0.325,,0.33,0.325,,0.48107999999999995,0.5455080724271253
papay sovaj,,0.33,0.325,,0.33,0.325,,0.48107999999999995,0.5455080724271253
papaye,,0.1875,0.1875,,0.1875,0.1875,,0.1875,0.22624999999999998
papaye sauvage,,0.33,0.325,,0.33,0.325,,0.48107999999999995,0.5455080724271253
papayer,,0.1875,0.1875,,0.1875,0.1875,,0.1875,0.22624999999999998
papelit,,0.73,0.705,,0.71,0.7204301719259262,,0.71,0.7204301719259262
papelite,,0.73,0.705,,0.71,0.7204301719259262,,0.71,0.7204301719259262
parese,,0.3444,0.37260936789473686,,0.3444,0.37260936789473686,,,
parese kloti,,0.3444,0.37260936789473686,,0.3444,0.37260936789473686,,0.4325,0.44199980770370373
paresol,,0.6,0.6,,0.5509999999999999,0.5564973219886364,,0.5625,0.5693859890737707
paresseux,,0.3444,0.37260936789473686,,0.3444,0.37260936789473686,,0.4325,0.44199980770370373
paresseux des clotures,,0.3444,0.37260936789473686,,0.3444,0.37260936789473686,,0.4325,0.44199980770370373
pat toti,,0.54,0.54,,0.54,0.54,,0.54,0.54
pativier,,0.9469319999999999,0.9469319999999999,,0.9469319999999999,0.9469319999999999,,0.695,0.6640156033920452
pativiye,,0.9469319999999999,0.9469319999999999,,0.9469319999999999,0.9469319999999999,,0.695,0.6640156033920452
patte de tortue,,0.54,0.54,,0.54,0.54,,0.54,0.54
paw palmis,,0.6375,0.6432450000000001,,0.729,0.7199146913703706,0.4097523466825996,0.6875,0.6980207277713621
pay,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
pech,,0.76725,0.7783968815789473,,0.76725,0.7783968815789473,,0.7925,0.7967765362318842
pech mawon,,0.5025,0.5199304487179488,,0.5025,0.5199304487179488,,0.53125,0.5495792673435416
peche,,0.76725,0.7783968815789473,,0.76725,0.7783968815789473,,0.7925,0.7967765362318842
peche marron,,0.5025,0.5199304487179488,,0.5025,0.5199304487179488,,0.53125,0.5495792673435416
pecher,,0.76725,0.7783968815789473,,0.76725,0.7783968815789473,,0.7925,0.7967765362318842
pen dostrali,,0.99,0.99,,0.9099999999999999,0.9092455145,,0.90828,0.9006504265113636
pendoula,,0.7925,0.7925,,0.75,0.7309871428571428,,0.6112500000000001,0.6445599785714287
pengwen,,,,,,,,,
pepit pom,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
perce-pierre,,0.38,0.39835402790833335,,0.38,0.39835402790833335,,0.38,0.39835402790833335
persillette,,0.3444,0.37260936789473686,,0.3444,0.37260936789473686,,0.4325,0.44199980770370373
pes pie,,0.38,0.39835402790833335,,0.38,0.39835402790833335,,0.38,0.39835402790833335
pesiyet,,0.3444,0.37260936789473686,,0.3444,0.37260936789473686,,0.4325,0.44199980770370373
pet djab,,0.355,0.3486654359,,0.355,0.34906134615625,,0.48107999999999995,0.5455080724271253
pet du diable,,0.355,0.3486654359,,0.355,0.34906134615625,,0.48107999999999995,0.5455080724271253
petigrene,,0.69,0.69,,0.69,0.69,,0.7125,0.7066055048099998
petit abbe,,0.58,0.58,,0.58,0.58,,0.38,0.39835402790833335
petit blanc,,0.70375,0.6829172864166668,,0.70375,0.6829172864166668,,0.70375,0.6829172864166668
petit bois blanc,,0.70375,0.6829172864166668,,0.70375,0.6829172864166668,,0.70375,0.6829172864166668
petit bois d'inde,,1.0150000000000001,1.0138592452210524,,1.0150000000000001,1.0138592452210524,,0.78,0.8040709736030978
petit bois d’inde,,1.0150000000000001,1.0138592452210524,,1.0150000000000001,1.0138592452210524,,0.78,0.8040709736030978
petit bois pin,,0.77,0.7833333333333333,,0.77,0.7833333333333333,,0.78,0.8040709736030978
petit buis,,0.72324,0.7042739047619048,,0.72324,0.7042739047619048,,0.72324,0.7042739047619048
petit cafe,,0.53,0.5133218846153845,,0.53,0.5133218846153845,,,
petit café,,0.53,0.5133218846153845,,0.53,0.5133218846153845,,0.695,0.6640156033920452
petit caimite,,0.7835099999999999,0.7835099999999999,,0.722875,0.7274646214629631,,0.7689999999999999,0.7471137938687258
petit caleyon,,0.6943999999999999,0.8084724999999998,,0.6943999999999999,0.8084724999999998,0.4097523466825996,0.6875,0.6980207277713621
petit coco,,0.325650588,0.325650588,,0.325650588,0.325650588,,0.54,0.5567344712
petit couis,,0.7835099999999999,0.7835099999999999,,0.722875,0.7274646214629631,,0.7689999999999999,0.7471137938687258
petit crocro,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
petit flamboyant,,0.46608,0.47053999999999996,,0.46608,0.47053999999999996,,0.48107999999999995,0.5455080724271253
petit gaiac,,0.85,0.8160000000000001,,0.85,0.8160000000000001,0.4097523466825996,0.6875,0.6980207277713621
petit garcon,,0.70375,0.6829172864166668,,0.70375,0.6829172864166668,,0.70375,0.6829172864166668
petit houx,,0.65,0.6642276171874999,,0.65,0.6642276171874999,,0.65,0.6642276171874999
petit mombin,,0.525,0.525,,0.5700000000000001,0.5670581044878049,,0.54125,0.5503809042945451
petit palmiste marron,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
petit raisin,,0.62,0.6016566000000001,,0.62,0.6016566000000001,,0.673,0.6752130740777778
petit raisin ordinaire,,0.8,0.8,,0.75,0.7581666666666667,,0.69,0.716265975609756
petit soleil,,0.7,0.7,,0.5509999999999999,0.5564973219886364,,0.5625,0.5693859890737707
petite calebasse des bois,,0.641957375,0.641957375,,0.675,0.65463825,,0.61,0.6321763141073171
petite cerise,,0.63125,0.643271923076923,,0.63125,0.643271923076923,,0.63125,0.643271923076923
petite pomme,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
petites feuilles,,1.0150000000000001,1.0138592452210524,,1.0150000000000001,1.0138592452210524,,0.78,0.8040709736030978
petites graines,,0.69,0.69,,0.69,0.69,,0.7125,0.7066055048099998
pich pen,,0.99,0.99,,0.713356125,0.7150926029946809,,0.90828,0.9006504265113636
pich pin,,0.76828,0.76828,,0.9099999999999999,0.9092455145,,0.90828,0.9006504265113636
pikan arada,,0.66,0.66,,0.65996,0.6636216683369565,,0.75,0.7399999999999999
pikan kare,,0.65996,0.6636216683369565,,0.65996,0.6636216683369565,,0.75,0.7399999999999999
pikan woz,,0.621,0.6613333333333333,,0.621,0.6613333333333333,,0.75,0.7399999999999999
piman dlo,,0.44,0.44885626666666667,,0.44775,0.45477428333333336,,0.54125,0.5503809042945451
piment d'eau,,0.44,0.44885626666666667,,0.44775,0.45477428333333336,,0.54125,0.5503809042945451
pin,,0.6699999999999999,0.6699999999999999,,0.51671225,0.5209396914893617,,0.5075,0.5113422675213676
pin d' australie,,0.7982799999999999,0.7884781249999999,,0.9099999999999999,0.9092455145,,0.90828,0.9006504265113636
pin d'australie,,0.994455,0.9746872223333333,,0.9099999999999999,0.9092455145,,0.90828,0.9006504265113636
pindoula,,0.7925,0.7925,,0.75,0.7309871428571428,,0.6112500000000001,0.6445599785714287
pine,,0.55,0.55,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
pine blan,,0.605,0.581235,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
pine jaune,,0.6005,0.6005,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
pine jon,,0.6005,0.6005,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
pineblanc,,0.605,0.581235,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
pinguin,,,,,,,,,
pini,,0.605,0.581235,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
pinit,,0.55,0.55,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
pinit jaune,,0.55,0.55,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
piniti,,0.55,0.55,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
piquant arada,,0.66,0.66,,0.65996,0.6636216683369565,,0.75,0.7399999999999999
piquant carre,,0.65996,0.6636216683369565,,0.65996,0.6636216683369565,,0.75,0.7399999999999999
piquant rosie,,0.621,0.6613333333333333,,0.621,0.6613333333333333,,0.75,0.7399999999999999
piquant vada,,0.67,0.67,,0.65996,0.6636216683369565,,0.75,0.7399999999999999
pistach,,0.35125,0.361,,0.38,0.37828873312025324,,0.5142378955,0.48991986538089016
pistache des indes,,0.35125,0.361,,0.38,0.37828873312025324,,0.5142378955,0.48991986538089016
piyon,,0.6049125,0.6137062499999999,,0.6049125,0.6137062499999999,0.4097523466825996,0.6875,0.6980207277713621
ple,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.733125,0.725393653775901
poinciana royal,,0.8,0.8,,0.68391475,0.6893123750000001,0.4097523466825996,0.6875,0.6980207277713621
poincillade,,0.84,0.84,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
poinsettia,,0.46608,0.47053999999999996,,0.46608,0.47053999999999996,,0.48107999999999995,0.5455080724271253
poirier,,0.59990175,0.5989585833333333,,0.6975,0.6706337565,,0.71,0.7204301719259262
pois confiture,,0.7725,0.7786669999999999,,0.7775,0.7792332906025641,0.4097523466825996,0.6875,0.6980207277713621
pois doux,,0.6599999999999999,0.6599999999999999,,0.6,0.6098764698974359,0.4097523466825996,0.6875,0.6980207277713621
pois palrniste,,0.6375,0.6432450000000001,,0.729,0.7199146913703706,0.4097523466825996,0.6875,0.6980207277713621
pois sucrin,,0.6599999999999999,0.6599999999999999,,0.6,0.6098764698974359,0.4097523466825996,0.6875,0.6980207277713621
pois vache,,0.395,0.4083333333333333,,0.395,0.4014223684210526,,0.48107999999999995,0.5455080724271253
pois valette,,0.435666,0.4478329999999999,,0.4305,0.44426639999999995,0.4097523466825996,0.6875,0.6980207277713621
pois vallier,,0.435666,0.4478329999999999,,0.4305,0.44426639999999995,0.4097523466825996,0.6875,0.6980207277713621
pois valliere,,0.435666,0.4478329999999999,,0.4305,0.44426639999999995,0.4097523466825996,0.6875,0.6980207277713621
poison lacinette,,,,,,,,,
poison lasinette,,0.6775,0.6775,,0.6,0.6680866666666665,0.4097523466825996,0.6875,0.6980207277713621
poivre jamaique,,0.96,0.96,,0.915,0.9137500000000001,,0.78,0.8040709736030978
poivrier,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
poivrier ,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
poivrier de jamaique,,0.81,0.8054416666666667,,0.81,0.8054416666666667,,0.78,0.8040709736030978
poivrier de la jamaique,,0.81,0.8054416666666667,,0.81,0.8054416666666667,,0.78,0.8040709736030978
poivrier jamaique,,0.81,0.8054416666666667,,0.81,0.8054416666666667,,0.78,0.8040709736030978
poix doux,,0.6599999999999999,0.6599999999999999,,0.6,0.6098764698974359,0.4097523466825996,0.6875,0.6980207277713621
pom,,0.44025000000000003,0.4464806666666666,,0.45,0.4492285176000001,,0.466106,0.4901382243123288
pom grenad,,0.771456,0.771456,,0.771456,0.771456,,,
pom jamayik,,0.561744,0.561744,,0.6664175,0.6745214949509806,,0.78,0.8040709736030978
pom kajou,,0.44025000000000003,0.4464806666666666,,0.45,0.4492285176000001,,0.466106,0.4901382243123288
pom kanel,,0.633696,0.6178986666666667,,0.5,0.4805487873846154,,0.595,0.5772333305037176
pom malezi,,0.561744,0.561744,,0.6664175,0.6745214949509806,,0.78,0.8040709736030978
pom malkadi,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
pom malkadik,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
pom savon,,0.7548,0.7561500000000001,,0.751288,0.7677272727272728,,0.695,0.6640156033920452
pom site,,0.37023,0.37023,,0.344088,0.34636772182758624,,0.466106,0.4901382243123288
pom toch,,0.65,0.65,,0.65,0.65,,0.625,0.6133944684210529
pom woz,,0.7,0.7,,0.6664175,0.6745214949509806,,0.78,0.8040709736030978
pom zombi,,0.5,0.5,,0.5,0.5,,,
pomegranate,,0.771456,0.771456,,0.771456,0.771456,,,
pomme,,0.44025000000000003,0.4464806666666666,,0.45,0.4492285176000001,,0.466106,0.4901382243123288
pomme acajou,,0.44025000000000003,0.4464806666666666,,0.45,0.4492285176000001,,0.466106,0.4901382243123288
pomme cythere,,0.37023,0.37023,,0.344088,0.34636772182758624,,0.466106,0.4901382243123288
pomme de cannelle,,0.633696,0.6178986666666667,,0.5,0.4805487873846154,,0.595,0.5772333305037176
pomme de savon,,0.7548,0.7561500000000001,,0.751288,0.7677272727272728,,0.695,0.6640156033920452
pomme grenade,,0.771456,0.771456,,0.771456,0.771456,,,
pomme mal carduc,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
pomme rose,,0.7,0.7,,0.6664175,0.6745214949509806,,0.78,0.8040709736030978
pomme torche,,0.65,0.65,,0.65,0.65,,0.625,0.6133944684210529
pomme zombi,,0.5,0.5,,0.5,0.5,,0.48107999999999995,0.5455080724271253
pommier rose,,0.7,0.7,,0.6664175,0.6745214949509806,,0.78,0.8040709736030978
pompon jaune,,0.8049999999999999,0.8049999999999999,,0.7851487500000001,0.767323963,0.4097523466825996,0.6875,0.6980207277713621
pornrne malcardi,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
poupe,,0.5509999999999999,0.5564973219886364,,0.5509999999999999,0.5564973219886364,,0.5625,0.5693859890737707
prentan,,1.0194999999999999,1.0222122727272729,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
printemps,,1.0194999999999999,1.0222122727272729,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
prune,,0.7835099999999999,0.7835099999999999,,0.722875,0.7274646214629631,,0.7689999999999999,0.7471137938687258
prune zicaque,,0.795,0.7766666666666667,,0.7975000000000001,0.7878515452500001,,0.79592482,0.7903507398630135
prune z’icaque,,0.795,0.7766666666666667,,0.7975000000000001,0.7878515452500001,,0.79592482,0.7903507398630135
prunier,,0.76725,0.7783968815789473,,0.76725,0.7783968815789473,,0.7925,0.7967765362318842
prunier d’anse,,0.795,0.7766666666666667,,0.7975000000000001,0.7878515452500001,,0.79592482,0.7903507398630135
pwa dou,,0.6599999999999999,0.6599999999999999,,0.6,0.6098764698974359,0.4097523466825996,0.6875,0.6980207277713621
pwa konfiti,,0.7725,0.7786669999999999,,0.7775,0.7792332906025641,0.4097523466825996,0.6875,0.6980207277713621
pwa palmis,,0.6375,0.6432450000000001,,0.729,0.7199146913703706,0.4097523466825996,0.6875,0.6980207277713621
pwa sikren,,0.6599999999999999,0.6599999999999999,,0.6,0.6098764698974359,0.4097523466825996,0.6875,0.6980207277713621
pwa vach,,0.395,0.4083333333333333,,0.395,0.4014223684210526,,0.48107999999999995,0.5455080724271253
pwa valet,,0.435666,0.4478329999999999,,0.4305,0.44426639999999995,0.4097523466825996,0.6875,0.6980207277713621
pwa valye,,0.435666,0.4478329999999999,,0.4305,0.44426639999999995,0.4097523466825996,0.6875,0.6980207277713621
pwav jamayik,,0.96,0.96,,0.915,0.9137500000000001,,0.78,0.8040709736030978
pwavye,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
pwavye jamayik,,0.81,0.8054416666666667,,0.81,0.8054416666666667,,0.78,0.8040709736030978
pwaye,,0.585,0.585,,0.6975,0.6706337565,,0.6599999999999999,0.6763032430166216
pwaye jamayik,,0.81,0.8054416666666667,,0.81,0.8054416666666667,,0.78,0.8040709736030978
pwazon lasinet,,0.6775,0.6775,,0.6,0.6680866666666665,0.4097523466825996,0.6875,0.6980207277713621
pwensiyad,,0.84,0.84,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
pwensiyana,,0.8,0.8,,0.68391475,0.6893123750000001,0.4097523466825996,0.6875,0.6980207277713621
pwensiyeta,,0.46608,0.47053999999999996,,0.46608,0.47053999999999996,,0.48107999999999995,0.5455080724271253
quatre chemins,,0.62,0.6016566000000001,,0.62,0.6016566000000001,,0.673,0.6752130740777778
quenepe,,0.98,0.98,,0.98,0.98,,0.695,0.6640156033920452
quenepe a fruits,,0.98,0.98,,0.98,0.98,,0.695,0.6640156033920452
quenepe chinois,,0.839475,0.8542350000000001,,0.839475,0.8603573636363637,,0.695,0.6640156033920452
quenepe femelle,,0.98,0.98,,0.98,0.98,,0.695,0.6640156033920452
quenepe-a-fruits,,0.98,0.98,,0.98,0.98,,0.695,0.6640156033920452
quenepier,,0.98,0.98,,0.98,0.98,,0.695,0.6640156033920452
quenepier chinois,,0.839475,0.8542350000000001,,0.839475,0.8603573636363637,,0.695,0.6640156033920452
quenepier male,,0.98,0.98,,0.98,0.98,,0.695,0.6640156033920452
quenepier marron,,0.73,0.73,,0.73,0.73,,0.695,0.6640156033920452
quenet,,0.98,0.98,,0.98,0.98,,0.695,0.6640156033920452
quimaque,,0.72875,0.7256272089895286,,0.72875,0.7256272089895286,,0.72875,0.7256272089895286
quinine,,1.055,1.055,,1.025,1.025,,0.72875,0.7256272089895286
quinine des antilles,,1.055,1.055,,1.025,1.025,,0.72875,0.7256272089895286
quinique,,1.0194999999999999,1.0222122727272729,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
quinique jaune,,1.0194999999999999,1.0222122727272729,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
quinquina d'europe,,0.375,0.39459445437499996,,0.375,0.39459445437499996,,0.38,0.39835402790833335
quinquina des caraibes,,1.055,1.055,,1.025,1.025,,0.72875,0.7256272089895286
quinquina pays,,1.055,1.055,,1.025,1.025,,0.72875,0.7256272089895286
rabi,,0.355,0.3486654359,,0.355,0.34906134615625,,0.48107999999999995,0.5455080724271253
rain-tree,,0.5125,0.5125,,0.5525,0.5731017245700935,0.4097523466825996,0.6875,0.6980207277713621
raisin,,0.62,0.6016566000000001,,0.62,0.6016566000000001,,0.673,0.6752130740777778
raisin bord de mer,,0.7,0.7,,0.75,0.7581666666666667,,0.69,0.716265975609756
raisin bouzin,,0.8,0.8,,0.75,0.7581666666666667,,0.69,0.716265975609756
raisin de fer,,0.7,0.7,,0.75,0.7581666666666667,,0.69,0.716265975609756
raisin de la mer,,0.7,0.7,,0.75,0.7581666666666667,,0.69,0.716265975609756
raisin des perroquets,,0.525,0.525,,0.5700000000000001,0.5670581044878049,,0.54125,0.5503809042945451
raisin grandes feuilles,,1.025,1.025,,0.75,0.7581666666666667,,0.69,0.716265975609756
raisin marron,,0.62,0.62,,0.62,0.62,,0.673,0.6752130740777778
raisinier,,0.8,0.8,,0.75,0.7581666666666667,,0.69,0.716265975609756
raisinier marron,,0.8,0.8,,0.75,0.7581666666666667,,0.69,0.716265975609756
raket,,0.46608,0.47053999999999996,,0.46608,0.47053999999999996,,0.54,0.54
raket panyol,,0.54,0.54,,0.54,0.54,,0.54,0.54
rameau,,0.535,0.535,,0.5670199705000001,0.5651223884375001,,0.46725,0.4806630887701465
ramo,,0.535,0.535,,0.5670199705000001,0.5651223884375001,,0.46725,0.4806630887701465
ramon,,0.535,0.535,,0.5670199705000001,0.5651223884375001,,0.46725,0.4806630887701465
ramon cheval,,0.535,0.535,,0.5670199705000001,0.5651223884375001,,0.46725,0.4806630887701465
ramon chwal,,0.535,0.535,,0.5670199705000001,0.5651223884375001,,0.46725,0.4806630887701465
raquette,,0.46608,0.47053999999999996,,0.46608,0.47053999999999996,,0.54,0.54
raquette espagnole,,0.54,0.54,,0.54,0.54,,0.54,0.54
reglis,,0.69,0.6934780555555555,,0.7,0.7031771153846154,0.4097523466825996,0.6875,0.6980207277713621
reglisse,,0.69,0.6934780555555555,,0.7,0.7031771153846154,0.4097523466825996,0.6875,0.6980207277713621
resolu montagne,,0.5900000000000001,0.5900000000000001,,0.62109,0.6221650000000001,,0.72875,0.7256272089895286
rezen,,0.8,0.8,,0.75,0.7581666666666667,,0.69,0.716265975609756
rezen bodlame,,0.7,0.7,,0.75,0.7581666666666667,,0.69,0.716265975609756
rezen bouzen,,0.8,0.8,,0.75,0.7581666666666667,,0.69,0.716265975609756
rezen fe,,0.7,0.7,,0.75,0.7581666666666667,,0.69,0.716265975609756
rezen gran fey,,1.025,1.025,,0.75,0.7581666666666667,,0.69,0.716265975609756
rezen lame,,0.7,0.7,,0.75,0.7581666666666667,,0.69,0.716265975609756
rezen mawon,,0.7525000000000001,0.7525000000000001,,0.7275,0.707446590909091,,0.6968749999999999,0.6829172864166668
rezen peroke,,0.525,0.525,,0.5700000000000001,0.5670581044878049,,0.54125,0.5503809042945451
ri-gri-sovaj,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
ricin,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253
risin,,0.685,0.6799116333333334,,0.685,0.6799116333333334,,0.673,0.6752130740777778
robe,,0.37023,0.37023,,0.344088,0.34636772182758624,,0.466106,0.4901382243123288
rose marron,,0.55552,0.565104,,0.535,0.5426873290846153,,0.54125,0.5503809042945451
rose-marie,,0.5900000000000001,0.5900000000000001,,0.62109,0.6221650000000001,,0.72875,0.7256272089895286
roucou,,0.38,0.38,,0.36,0.37916666666666665,,0.34750000000000003,0.34721050000000003
roucouyer,,0.38,0.38,,0.36,0.37916666666666665,,0.34750000000000003,0.34721050000000003
rougeole,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
